,review_text,verified_purchase
827,facial wash felt extrem clean fresh realli deep clean face made love soft facial wash contain harsh chemic great realli nice lather realli nice wash easili fantast price job realli well review collect part promot,False
828,came across articl vaselin acn scar irrit tri never would think would think would clog pore howev opposit month life chang scar visibl fade gone mani dermatologist find work well game changer friend pleas tri,False
829,love simpl rang textur wipe realli pleas take makeup great face feel clean moistur ad partnership littl mix great daughter encourag defin buy review collect part promot,False
830,alway apprehens buy wipe break easili broken past week also take makeup without irrit one wipe also goe long way ever need one cleans face combin target dri also help oili area review collect part promot,False
831,wipe twice day coupl day remov make everi even also freshen bit morn wipe soft thick left feel mostiris took make easili even water proof mascara struggl make set spray love wipe would recommend buy review collect part promot,False
832,arriv last week even daili realli impress easili lift makeup leav feel take lot lift make spend hour scrub away would highli recommend first time woken without small mascara reiment smudg eye review collect part promot,False
833,problem makeup wipe recent pregnant becom sensit leav bright red rash remov makeup tri number differ wipe first left sting red remov makeup left feel great review collect part promot,False
834,fresh cleans make wipe leav feel clean lightli moisturis quicker face wash feel harm soap wipe stay fresh packet long period time review collect part promot,False
835,alot tone like cold wet immedi feel also prone blemish realli impress toner mild gentl claim refresh get well absorb clear remain makeup left cleans night cream serum honestli say toner contribut much cleaner finish daili regim review collect part promot,False
836,tri week absolut fallen love remov dirt make face make feel sticki dri mani toner everi even part routin wont stop review collect part promot,False
837,toner moisturis someon dri realli benefici also sensit lot caus problem howev harsh caus irrit therefor would recommend other dri need toner moisturis gentl review collect part promot,False
838,like toner everi morn one perfect one bought month ago let fresh clean start new day tri disappoint alway enjoy simpl well review collect part promot,False
839,usual fan wipe remov makeup properli even gone face time howev wipe brilliant one wipe remov makeup includ waterproof mascara may micellar water realli good break make face feel sticki sore convert recommend review collect part promot,False
840,long stand popular ice cream sweet great chocol tast yummi marshmallow throughout forget chocol fish hidden away hard put open,False
841,happi toner ad fragranc good senstiv yet still job also happi contain witch hazel someth usual hard find ingredi simpl clear job expect good result review collect part promot,False
842,like toner everi morn one perfect one bought month ago let fresh clean start new day tri disappoint alway enjoy simpl well review collect part promot,False
843,amaz make feel tone soft buy give face deep clean also defo recommend friend famili also feel benefit review collect part promot,False
844,toner moisturis someon dri realli benefici also sensit lot caus problem howev harsh caus irrit therefor would recommend other dri need toner moisturis gentl review collect part promot,False
845,alot tone like cold wet immedi feel also prone blemish realli impress toner mild gentl claim refresh get well absorb clear remain makeup left cleans night cream serum honestli say toner contribut much cleaner finish daili regim review collect part promot,False
846,ask tri past month usual bodi lotion occasion elbow knee etc one smell nice easi appli everi day goe easili littl residu leav love smooth finish scent bottl last age good definit buy futur review collect part promot,False
847,wipe twice day coupl day remov make everi even also freshen bit morn wipe soft thick left feel mostiris took make easili even water proof mascara struggl make set spray love wipe would recommend buy review collect part promot,False
848,fresh cleans make wipe leav feel clean lightli moisturis quicker face wash feel harm soap wipe stay fresh packet long period time review collect part promot,False
849,usual fan wipe remov makeup properli even gone face time howev wipe brilliant one wipe remov makeup includ waterproof mascara may micellar water realli good break make face feel sticki sore convert recommend review collect part promot,False
850,realli great impress far effect feel light quit sensit great would defo buy packag usual simpl clear direct review collect part promot,False
851,fine exactli say tin love free perfum paragon gentl remov make like champ shower save time found make feel tight win feel particularli refresh fine job review collect part promot,False
852,love face wash like simpl gentl caus reaction red howev unlik sensit actual manag work well time found also remov makeup well particularli stubborn eye makeup review collect part promot,False
853,wipe year great recent bought biodegrad one thought biodegrad someth think guy,False
854,best shop bought mayo,False
855,good stuff happi,True
856,surf tropic lili ylang ylang fab laundri deterg awesom smell brilliant clean power get cloth bright clean fresh even cold wash love make thing smell last time great clean power gener stain like tea deodor mark mud spag bol great famili realli easi store often rub littl cloth particular stain like spag bol case need littl attent work wonder even white realli great valu delic lingeri cotton towel silk dress man made fiber cloth like work cloth complaint gener wash highli recommend,True
857,great soften good valu price paid,True
858,hate hate hate new pump seem way separ bottl order get last lotion plu new pump open big clog continu vaselin fix find new brand year loyalti one shame vaselin fix someth never broken get custom purchas new bottl sooner,False
859,happi toner ad fragranc good senstiv yet still job also happi contain witch hazel someth usual hard find ingredi simpl clear job expect good result review collect part promot,False
860,go wrong,True
861,comfort blue sky miss order arriv must split box soak smelt condition box open,True
862,item state deliv time also good price,True
863,describ,True
864,long stand famili favourit decent ice cream yummi bit suit everyon tast delici sugari treat,False
865,ok,True
866,beauti smell condition although smaller bottl normal buy continu buy ye could say concentr howev drawer wash machin auto deterg condition type depend weight wash load definit recommend,True
867,sinc combin oili never found perfect moisturis quit particular moisturis like leav greasi feel appli take age soak make break thank one glowi definit feel hydrat smooth sinc start month ago love much repurchas go moisturis seen mani other like much higher price tag good find,False
868,good toner everyday morn even make feel realli fresh smell soft right want get rid spot etc everyday toner would recommend review collect part promot,False
869,first toner skincar routin realli impress well clean make feel realli refresh clean gentl neutral scent would defiantli purchas afterward review collect part promot,False
870,work well made differ quickli reduc pore within week made smooth would highli recommend buy cheaper market defiantli worth buy review collect part promot,False
871,toner great everi type opinion plastic bottl travel friendli downsid hole pour often end much good thing alcohol also artifici perfum colour natur best review collect part promot,False
872,happi found someth work combin care put realli happi facial wash sometim come hive aggrav go type review collect part promot,False
873,brilliant price subscrib save constant order one best shampoo ever definit recommend especi subscrib save,True
874,love fragranc anti persdper bodi spray work reorder good valu money,True
875,nice smell price cheap,True
876,love importantli fantast smell buy shower gel time,True
877,kid grown up love ice cream what like,False
878,ben jerri ice cream never fail favourit deliv flavour,False
879,ice cream indulg fantast treat son love addit chocol fish add littl bite,False
880,yummi buy treat worth,False
881,good valu,True
882,realli good price,True
883,leav cloth smell love feel soft good price,True
884,excel price servic fault way,True
885,great bargain bottl seem tini realli need lot soft beauti scent cloth batgain,False
886,absolut love comfort love smell love everyth absolut fab round,True
887,favourit condition like way smell,False
888,love fragranc item came well packag arriv promptli,True
889,cloth smell love fabric beauti soft fresh smell last day cloth,True
890,friend recommend sever wash hardli see differ ad good thing plenti mani wash,True
891,great wash capsul,True
892,great offer superdrug howev look like st ive chang ingredi effect rememb particular textur consist smell differ need bring back old,False
893,leav sever damag hair moisturis fluffi ask anymor consid alreadi amaz valu money price,False
894,discov amaz year ago sinc becom stapl mine love usag feel tan enough much softer shimmeri well could recommend,False
895,great moisturis sensit,False
896,eczema acn rosacea face coz dri sting face make wors make nice soft effect help eczema,False
897,oili combin type forev get spot blackhead zone especi nose fed start cleans tone moisturis toner far best one ever smell amaz irrit like brand tri despit sensit blackhead spot clear oili zone much problem anymor definit get recommend anyon similar issu review collect part promot,False
898,day say realli kind bad smell feel smooth soft truli recommend everyon review collect part promot,False
899,realli surpris leav face look feel smooth soft fresh realli gentl feel amaz massag wet rins without leav residu fantast valu money would certainli recommend part everi day care routin review collect part promot,False
900,alway buy realli creami irrit,False
901,bought someon els shop person comment alway simpl wash face scrub say dri,False
902,sensit usual difficult find facial wash effect refresh gentl dri tick box left feel clean fresh definit buy simpl review collect part promot,False
903,suffer mild ezyema alway sensit dri care skincar prefer brand nasti fan simpl moisturis face wipe switch kind face wash week notic radiant less dri face left feel clean fresh wash light refresh non perfum best kind still cleans great everi day mild cleanser introduc care regim great afford price rang review collect part promot,False
904,bought month ago due fact love simpl skincar look drugstor face wash lot nasti perfect gentl face wash take makeup leav feel soft clean follow simpl moisturis brainer review collect part promot,False
905,realli like doubl cleans routin oil remov makeup help remov rest feel realli respect acn prone leav fresh smooth review collect part promot,False
906,shop brand face wash seem dri face caus spot sinc tri simpl kind refresh face wash face never felt soft sign dri spot definit buy face wash review collect part promot,False
907,usual like moisturis face wash fairli dri love long day leav residu left feel realli soft need care much littl go along way review collect part promot,False
908,daili lather nice littl water bottl good size last long time found quit dri compar facial wash think even smell refresh littl disappoint review collect part promot,False
909,face wash week realli happi way make feel dri harsh chemic smell lather realli well littl goe long way remov make well leav nice soft great packag easi squeez tube review collect part promot,False
910,realli like face wash would definit buy futur react well simpl face glow got shower would definit rocemmend friend well review collect part promot,False
911,someth never tri daili look feel better delic smell easi good absolut love x review collect part promot,False
912,bleach becam bit obsess mine live big hous bed pool room bottl day say luv alway pink bleach stabl aswel new favourit white maid thought white wash ad white bed towel ect done trick aswel,False
913,alway honey suckl sandalwood wash bottl love smell asda yesterday smelt one wow honestli say make perman chang one beauti cherri blossom sweet pea beauti smell wish would sell bigger size bottl wash one like honey suckl sandal wood one start sell wash one pleas thank,False
914,one nicest smell fabric condition smelt ever cloth alway beauti scent get enough mmmm pleas stop make comfort peopl,False
915,bought price smell tub clean good wash reason buy cloth smell like put,False
916,day say realli kind bad smell feel smooth soft truli recommend everyon review collect part promot,False
917,remov year scent greasi irrit eye area even remov stubborn mascara fantast valu,False
918,oili combin type forev get spot blackhead zone especi nose fed start cleans tone moisturis toner far best one ever smell amaz irrit like brand tri despit sensit blackhead spot clear oili zone much problem anymor definit get recommend anyon similar issu review collect part promot,False
919,daili lather nice littl water bottl good size last long time found quit dri compar facial wash think even smell refresh littl disappoint review collect part promot,False
920,suffer mild ezyema alway sensit dri care skincar prefer brand nasti fan simpl moisturis face wipe switch kind face wash week notic radiant less dri face left feel clean fresh wash light refresh non perfum best kind still cleans great everi day mild cleanser introduc care regim great afford price rang review collect part promot,False
921,face wash week realli happi way make feel dri harsh chemic smell lather realli well littl goe long way remov make well leav nice soft great packag easi squeez tube review collect part promot,False
922,bought month ago due fact love simpl skincar look drugstor face wash lot nasti perfect gentl face wash take makeup leav feel soft clean follow simpl moisturis brainer review collect part promot,False
923,best face wash gentl fragranc free dri,False
924,found lot need remov eye make made feel quit dri around eye well,False
925,nice mixtur varieti get two flavour bit creami compar brand,False
926,yummi especi almond flavour one melt mouth fave white chocol flavour ice cream rich creami great white chocol lover three scrumptiou special way like dark chocol sweet treat would recommend,False
927,hard water area england need two capsul wash give wash packet advertis,False
928,capsul good job last two time purchas split packet inconveni messi wast kept cool cupboard must get damag transit persil liquid read problem gone away,False
929,pop washer add wash press go problem simpl,False
930,low carb genuin tast often offer noth wrong bottl,False
931,say ice cream absolut gorgeou thoroughli recommend yummi,False
932,tri substitut magnum brand alway magnum disappoint famili give someth worth cost cut delici,False
933,say classic smell came quick,True
934,gift dad pleas,True
935,smell nice boy,True
936,good,True
937,brilliant first class deliveri spain well done,True
938,seem bit weird compar supermarket one pour hot water noodl quit tough dri one supermarket soon pour water easili mix around fork one strang,True
939,decent valu deliv next day prime conveni,True
940,awsm,True
941,love smell big wash,True
942,expect better valu supermarket,True
943,love combin three buy togeth work well togeth fragranc smell nice,True
944,good qualiti usual subscript past time deliv bottl wash liquid leak everywher bead condition,True
945,smell love lot smaller expect price half price supermarket size get amazon,True
946,wash liquid leak box,True
947,realli good price,True
948,veey crafti price stay even though chang bottl mani wash get get wash less,True
949,describ,True
950,great say tin,True
951,good powder less sud total clean,True
952,expect better valu supermarket,True
953,wash well,True
954,quick deliveri good valu,True
955,thing life enjoy buy thing plainli matter pretti bright bold actual wash deterg alway grudg purchas one like dirti smelli cloth wash powder tablet capsul necess make hole everyon weekli groceri budget could better spent someth interest cake exot veget look cook along ariel fairi bold persil one big brand domin market deterg own global consum giant unilev expert brand market refresh see capsul reason valu work p absolut bargain even dodgi imit one find sub prime supermarket great thing persil guarante go high qualiti capsul come rubberi gossam coat case contain differ brightli colour gel like liquid four compart funki look purpl green white grey swirl gu thing wash cloth nice pleasant smell without overbear idea happen plastic case outsid capsul put wash machin mayb bio de grade mayb disappear magic one live great mysteri like great sphinx giza bermuda triangl mean voynich manuscript,True
956,pleas wash realli well residu left drum wash come clean smell fresh,True
957,happi purchas bulk cheaper pick supermarket find residu wash,True
958,clean well,True
959,second time order bargain pack mean work per capsul shop brand clean cloth well definit reorder,True
960,describ arriv time great valu money,True
961,great bulk buy obvious need space someth need,True
962,delici complaint smaller normal magnum,False
963,clean bathroom home variou liquid year bought cif power shine complet disappoint tile ceram mirror streak,False
964,thought tri spray sorri say leav streak kitchen surfac mani cif great result one terribl,False
965,tri mani antiperspir let lynx brand keep dri day night think lynx teenag tri move onto expens brand aim mid rang male market work good hope return lynx smell good stay dri,True
966,brilliant last long time buy elsewher,False
967,beauti smell throughout wash tip mark,True
968,love wipe wipe soft strong late afternoon everyday let face feel refresh without make feel dri wipe crazi even need put cream quit happi result new type wipe review collect part promot,False
969,bought holiday love fresh smell nice day long,False
970,sensit know reli simpl rang care everi even cleans work brilliantli would highli recommend anyon els sensit review collect part promot,False
971,get much time review say found highli effect quit like way made feel appli easi appli soak fast sticki leav residu review collect part promot,False
972,realli impress dri sensit choos care know reli simpl rang easi appli leav face feel fresh clean review collect part promot,False
973,alway love simpl wipe easi take makeup one wipe even manag take waterproof mascara leav feel fresh clean would recommend anyon review collect part promot,False
974,rate mani past year got say favourit say would absolut purchas micel cleans wipe recommend everyon tri money worth regret buy pack wipe money total worth alreadi receiv feed back friend famili tri make event absoulut go stick wipe soft job review collect part promot,False
975,origin simpl wipe sinc rememb one moistur feel though get makeup lot easier feel refresh ordinari one review collect part promot,False
976,rate mani past year got say favourit say would absolut purchas micel cleans wipe recommend everyon tri money worth regret buy pack wipe money total worth alreadi receiv feed back friend famili tri make event absoulut go stick wipe soft job review collect part promot,False
977,alway love simpl wipe easi take makeup one wipe even manag take waterproof mascara leav feel fresh clean would recommend anyon review collect part promot,False
978,origin simpl wipe sinc rememb one moistur feel though get makeup lot easier feel refresh ordinari one review collect part promot,False
979,bargin price,True
980,happi,True
981,love smell,True
982,origin simpl wipe sinc rememb one moistur feel though get makeup lot easier feel refresh ordinari one review collect part promot,False
983,rate mani past year got say favourit say would absolut purchas micel cleans wipe recommend everyon tri money worth regret buy pack wipe money total worth alreadi receiv feed back friend famili tri make event absoulut go stick wipe soft job review collect part promot,False
984,alway love simpl wipe easi take makeup one wipe even manag take waterproof mascara leav feel fresh clean would recommend anyon review collect part promot,False
985,carri gym bag work go remov make well irrit face remov mascara gentl rub scent overwhelm leav face soft alon feel remov everyth great rush face wash handi review collect part promot,False
986,found wipe dri effect remov makeup doubl cleans definit requir remov eye makeup wipe struggl good simpl wipe tri quit tough review collect part promot,False
987,although love regularli number simpl skincar avoid facial toner due bad experi anoth major brand left extrem dri flaki howev toner make sting fact feel like like moisturis water leav fresh dewi day look clearer feel smooth time week deffin chang opinion toner cannot reccomend enough review collect part promot,False
988,although love regularli number simpl skincar avoid facial toner due bad experi anoth major brand left extrem dri flaki howev toner make sting fact feel like like moisturis water leav fresh dewi day look clearer feel smooth time week deffin chang opinion toner cannot reccomend enough review collect part promot,False
989,although love regularli number simpl skincar avoid facial toner due bad experi anoth major brand left extrem dri flaki howev toner make sting fact feel like like moisturis water leav fresh dewi day look clearer feel smooth time week deffin chang opinion toner cannot reccomend enough review collect part promot,False
990,toner feel realli nice sooth face everi even alway look forward put make feel refresh soft lot includ bottl would definit recommend review collect part promot,False
991,vaselin lip well year love buy larg jar plain vaselin lip love realli smell tast last week bought new jar put tast explain tast like black oil goe car terribl tri week stand longer guess formula ingredi supplier chang hope bring back old version disappoint,False
992,toner feel realli nice sooth face everi even alway look forward put make feel refresh soft lot includ bottl would definit recommend review collect part promot,False
993,light sticki three pack great valu,True
994,say tin,True
995,toner feel realli nice sooth face everi even alway look forward put make feel refresh soft lot includ bottl would definit recommend review collect part promot,False
996,comfort pure year find last one bought realli aw smell tri shop smell obvious chang perfum without let anyon know comment would appreci,False
997,nice scent,True
998,thank,True
999,great valu money,True
1000,hair feel much better,True
1001,bodi wash recent work great moistur pretti decent price,False
1002,pretti good bodi wash cost friendli plu get job done,False
1003,moistur pretti scent well keep moistur day long,False
1004,soft one wash stuff crazi like oili dri either actual moistur lot first time buy happi shave never felt better,False
1005,love dove soap bar liquid soap amaz lather great alway leav feel super clean even smell soap leav shower love alway leav feel great,False
1006,love bodi soap like appli lotion shower realli dri want act dri reli soap give extra hydrat smell nice keep moistur,False
1007,love bodi wash dove line favourit one realli like heavi scent realli leav soft moistur nourish feel buy one frequent,False
1008,big fan dove doesnt much wow factor feel clean base commerci cant help feel disappoint especi price point dont recommend,False
1009,nice nice nice,True
1010,realli wrong deodor smell nice also last week month depend much cours can bargain deodor quit fcuk deodor quit expens opt go brand cheaper honest prefer one go back highli recommend,True
1011,best hair ever,False
1012,great,True
1013,good antiperspir deodor would buy,True
1014,liter pour money drain,False
1015,work well,True
1016,usual love simpl toner left face sore red,False
1017,aaaaamaz tri one one recommend type sensit sun damag perfect summer sun test week ago full sun fulli recommend import tattoooo friendli review collect part promot,False
1018,colour fine howev year smell strong annoy glitter effect might nice beach less offic leav brown mark white towel dri,False
1019,alway best smell,True
1020,one favourit fabric condition realli love smell long last also great valu money,True
1021,receiv regularli via amazon subscrib save work cheaper shop smell great leav hair clean shini,True
1022,great shampoo beat expens brand,True
1023,citru refresh mini either love ice lolli would highli recommend would definit buy,False
1024,love sinc littl pleas say tast chang ice lolli bargain introduc partner sadli like mean share right size hot melt drip hand time finish one,False
1025,good brand,True
1026,great scent well worth money buy bulk,False
1027,otherwis bother scent ok noth special normal price make less attract option normal noth bad noth make differ dozen cheaper version either,True
1028,best lotion gel moistur ever lot alway come back one,False
1029,love refresh scent cream light consist heavi sink well would littl bit last moistur effect job major day review collect part promot,False
1030,amaz exactli say keep face smooth also tone face also littl cotton wool rub daili day notic lot chsnge review collect part promot,False
1031,cheap cheer got makeup eas without dri due micellar water left feel nice cleans good size pack price say anyth extra impresss still nice review collect part promot,False
1032,cheap cheer got makeup eas without dri due micellar water left feel nice cleans good size pack price say anyth extra impresss still nice review collect part promot,False
1033,good soft none fragranc wipe normal origin simpl cleans face wipe found micellar wipe take slightli makeup face howev still think effect remov makeup micellar water review collect part promot,False
1034,cheap cheer got makeup eas without dri due micellar water left feel nice cleans good size pack price say anyth extra impresss still nice review collect part promot,False
1035,brought littl ago glad remov makeup realli well make feel fresh clean even remov water proof mascara realli well make eye sting review collect part promot,False
1036,start incorpor night time routin cleanser first notic get spot place usual get eventu went away howev apart realli notic differ may bit softer differ margin review collect part promot,False
1037,got facial toner week ago becom main part daili care routin given natur glow point feel comfort wear makeup highli recommend review collect part promot,False
1038,second bottl bought lightweight need hair fine tendenc pull wash hair everi day spray liber dri scent quit discreet overwhelm sticki hair either stop hair dri much good protector,False
1039,dri,True
1040,awesom,True
1041,start incorpor night time routin cleanser first notic get spot place usual get eventu went away howev apart realli notic differ may bit softer differ margin review collect part promot,False
1042,start incorpor night time routin cleanser first notic get spot place usual get eventu went away howev apart realli notic differ may bit softer differ margin review collect part promot,False
1043,fan gel cream one fantast smooth applic realli hydrat wake smoothest morn great new addit night time routin reason price,False
1044,fantast promis mix moisturis water boost rang day night time sooo hydrat complaint great great price,False
1045,amaz get littl also work well doesnt make hair sticki,True
1046,smell nice like real sweet flower also long last perfect combin,False
1047,love stuff great shine cooker sink,True
1048,smell love pleasant appli last morn fail protect,False
1049,time time return design probabl younger menopaus sometim irrit find cream help calm excema red etc reduc wrinkl crepey come age layer conjunct hyaluron base cream water base make wonder companion good job make eye look reason iron wrinkl loss firm easili absorb leav greasi great make day night eye cream best good price,False
1050,love smooth soap leav soft clean,False
1051,describ,True
1052,vegan daughter persuad buy glad love creami smooth ice cream never think non dairi vegan love ice cream hesit buy,False
1053,love vaselin jelli mani jar small tub cannot live without loyal long time custom howev wish pure jelli came conveni tube lip balm lip tub must finger small tub lip therapi etc come ad color flavor someth ad besid pure petroleum jelli irrit lip thank read concern hope day pure vaselin lip balm tube thank,False
1054,honestli smell amaz love wash smell strong know clean love buy,False
1055,love mustard salad dress cook eat meat,True
1056,smell ok,True
1057,quit expens alway feel littl bit fresher regular kind simpl late recommend notic overal improv ridicul price claim perform miracl lol also reaction sensit never happen simpl tri lot great stuff,False
1058,bodi wash made glow dri itchi,False
1059,make hair feel soft great price highli reccomend,False
1060,arriv quickli real thing delight,True
1061,ok,True
1062,describ,True
1063,dove good brand one one favorit shea butter smell good make feel amaz,False
1064,good,True
1065,brought hous hold item price cheaper,True
1066,bargain expect,True
1067,help scalp much price ridicul consid amount per wash must buy condition non gentl brand would last time longer feel like peopl ill rins pun intend go realli long hair look cheaper altern great help husband dermat sore scalp first hair went dri like hay switch back forth dri greasi week look healthier ever wonder take time hair get less stuff get back natur form know mean main advic would tri week minimum write rubbish annoy asid price thin runni hard stop run hair back bottl goe plug hole without ever wash hair first,False
1068,time ye may gentl make soggi mess soap dish unlik old favourit lux enough plan tri find someth els,False
1069,love link africa,True
1070,like marmit good like toast chees sandwich howev realli squeez quit hard get imagin would lot wastag unless cut pack open prefer glass jar,False
1071,hate new persil bio smell realli horribl overpow take whole hous persil mani year look new bio deterg one run pleas chang non bio,False
1072,,True
1073,good valu money would recommend buy,True
1074,great money,True
1075,can deliv instead,True
1076,mr love lotion howev new pump absolut terribl design lotion travel throughout hous day new pump tini lotion spot nearli surfac see pictur side pump look exactli quit easi pic wrong side need quick pump also wonder decid deni us last lotion bottl make top fix piec instead remov thank,False
1077,love despit fact box wherea packag say,False
1078,like hand cream like hair squeak clean shampoo may like green appl tressem alway serv well good valu hair feel clean moistur rich want keep wash hair feel like hair full silicon possibl,False
1079,buy deodor monthli year favourit alway let smell fresh let mark cloth,False
1080,away holiday deodor put dress white mark dress chang fewer mark second dress deodor worn first dress ideal go meet wast money,False
1081,happi purchas excel love arriv time great seller accur reliabl recommend thank lot,True
1082,beat hellman mayo,False
1083,love shampoo age discount price pantri purchas,True
1084,smell amaz alway great price continu buy,False
1085,love wipe buy year continu,False
1086,amaz valu leav girli hair feel soft smell love,True
1087,excel,True
1088,excel,True
1089,good valu usual roll like well fresh last,True
1090,nice hair made nice soft anyth colour bottl huge difficult get bottl need two hand perhap better design need,False
1091,good,True
1092,love smell last great price,True
1093,last well good everyth problem wash capsul much cheaper,True
1094,everi purchas fairi non bio liquid husband suffer eczema extrem sensit would never purchas anyth els brother said tri persil non bio great nephew sensit gave randomli wash cloth bed persil want husband say flare chang result love fresh smell also notic differ bright white cloth soft live hard water area result great capsul conveni perform great one heavi hand fill wash ball also save money subscrib worri run wish attract eye look edibl pleas keep reach children packag child proof,True
1095,great littl starter set wash newborn cloth arriv great valu,True
1096,quit good better expect one leak bit noth caus concern scent manli pleasant goe foami scent last quit bit definit buy finish,True
1097,look eye cream expens mostli simpl skincar dri sensit bought eye cream good creas wrinkl one eye least notic moistur light eye also sooth effect bought lot sinc first tri year ago,False
1098,nearli said year go must start night cream dri sensit simpl purifi cleans lotion sooth toner light moisturis amaz night fantast moisturis spot clear make face look plump take dryness away sting eye day cream think spf anyway realli love cream,False
1099,oddli enough shampoo perform much better start moisturis shampoo hair first felt littl dri strip howev want throw given good go persev wash glad leav hair soft shini smooth manag scalp comfort lather clean well enough greasi root without strip drier end give light moistur hair without build grown everyday,False
1100,pleas xlarg bottl nice smell amaz pleas alway sell discontinu like u normal,False
1101,honest wipe upset temperament perfect lazi girl solut clean soft remov makeup easili best option go somewher go holiday pack nice colour make happi smell nice soft review collect part promot,False
1102,honest wipe upset temperament perfect lazi girl solut clean soft remov makeup easili best option go somewher go holiday pack nice colour make happi smell nice soft review collect part promot,False
1103,love protect well smell love great price long last,False
1104,tri substitut magnum brand alway magnum disappoint famili give someth worth cost cut delici,False
1105,brain op wife need safe shampoo recomend,False
1106,eye cream sinc august wow amaz eye cream past make eye itchi stream eye cream never done absorb absorb make eye water,False
1107,realli like smell nice strong floor look nice clean long time probabl coupl year alreadi happi,False
1108,pleas xlarg bottl nice smell amaz pleas alway sell u discontinu like u normal,False
1109,box came bash caus bottl leak,True
1110,perfect good valu describ would buy,True
1111,,True
1112,well worth money,True
1113,first time bought ice cream review good tri honest u bad amaz vanilla yogurt alpro way better kid enjoy need vanilla flavour husband smell say smell like big blop cream,False
1114,alway alway great toast sandwich slice tomato season hot drink gravi highli recommend,False
1115,even wash deg still get remain capsul washer cloth one occas stuck washer filter trigger fault light bought could get prefer persil non bio tablet buy capsul also fragranc overpow,False
1116,good,True
1117,good price make floor smell love,True
1118,thank brilliant excel servic,True
1119,thank brilliant excel servic,True
1120,time energi appli proper fake tan regular basi time week instead actual realli pale find one pale take age show colour buy one darker give love colour bit sooner got care treat like moistur rub well care elbow wrist knee feet like would regular tanner last long time wear patch,False
1121,love tbhe smell last age worth money,True
1122,well worth money bottl bigger one shop,True
1123,absolut ador scent fabric condition tri mani blue one noth compar one,False
1124,best choic fragranc perfect cloth stay long time fresh,False
1125,absolut amaz smell smell keep long cloth full recommend,False
1126,realli smooth tast mustard hot perfect salad dress chees sauc spread toast top bake bean add enough kick,False
1127,yummi mini ice creami sorbet type lolli fairli healthi compar other good size kid love year round,False
1128,cheaper shop make cloth smell great,True
1129,year hair straighten curl often damag heat,True
1130,solero sooo fruiti absolut gorgeou noth said realli want put ask would recommend friend would,False
1131,awesom smell dove best go wrong,True
1132,good fabric condition,True
1133,tri fed powder condition leav mess wash machin drawer also take load space cupboard tri anoth brand howev perfum half like laundri fragranc person prefer shop around find cheap known brand found subscrib save everi day say quit happi smell nice power leav residu drum cloth come refil pack top contain bin full powder box easi question much also plu seem bleach cloth found happen occasion powder got stuck cloth rins properli stay good price continu buy happi,True
1134,spray smell good,True
1135,bit sticki,True
1136,receiv good condit dove bar soap could buy store,False
1137,love way smell light yet last make cloth realli soft fresh would buy,True
1138,cost great deliveri first class,True
1139,ok job intend,True
1140,shower badli design drainag system start smell everi month littl overnight clear,False
1141,great price massiv bottl need small amount half cap wash soften cloth smell nice last want someth linger tri lenor unstopp soften cloth,False
1142,disappoint think purchas much cheaper supermarket pictur quit mislead size pictur much smaller,True
1143,last age decent price quantiti,True
1144,like smell bad pleasant one even till end start notic hair dri everi time stope hair back normal,False
1145,bought toner recent broke tini bump love simpl shame admit extrem sensit,False
1146,bought two week ago pleas simpl mani mani year chang year tri differ make none suit much simpl eco friendli parcel arriv time,False
1147,bought medium dark one hopingthat would someth fair btw follow instruct appli wait overnight wait noth apart typic smell dont appreci wast money,False
1148,nice put straw right bottom blow come quicker pain come bit,False
1149,love big,True
1150,love hair feel,True
1151,leav hair soft,True
1152,smell love,True
1153,two bottl open,True
1154,love smell persist wash,False
1155,good valu,True
1156,mess job,True
1157,hiya recommend friend purchas twice day remov makeup extrem well leav face smooth hydrat suffer dri great get coupl breakout sever realli chang im becom free sport stress amaz definit buy pricey side either,False
1158,bodi wash make soft wish scent though,False
1159,havent one dove didnt like bodi wash except pleasant scent leav feel soft definit repurchas figur,False
1160,love feel fresh clean wash bod definit give nice hydrat especi chicken bat wing,False
1161,get dri winter summer find realli creami badli wash make great moistur lather keep look amaz great valu need buy separ shower moistur,False
1162,bodi wash scent overbear dont feel strip moistur get shower price isnt bad either buy bulk never stop,False
1163,okay make feel dri probabl dont like one,False
1164,love keep super soft smell amaz realli best bodi wash help sensit,False
1165,love bodi wash subtl comfort aroma goe smoothli feel like dont drench lotion get hand bit expens pretti much worth,False
1166,leav feel sticki smooth smell great qualiti price great,False
1167,love dove bodi wash think theyr best smell market smell also stay longer one also nice thick leav feel moistur also lather lot realli easili dont need lot,False
1168,say bottom im vegan milk contain,False
1169,husband rest famili think wondr,False
1170,one best soap,True
1171,great valu money,True
1172,good good price,False
1173,love vaselin much everi night take makeup also keep moist hand nose lip etc,False
1174,love tri mani even way money alway come back lip dri hydrat,False
1175,cant beat price heavi duti moistur vaselin get realli dri hand feet winter love put feet sock overnight work expens cream fraction price,False
1176,vaselin alway necess household alway medicin cabinet alway put lip elbow knee etc,False
1177,smell good help dead lip vaselin lip therapi origin mini,False
1178,great stapl home qualiti name brand standard good price work great heal abras kind two littl boy stapl home,False
1179,tri true lip moistur super afford eczema allergi lot one never fail,False
1180,love lotion hate new pump lotion everi surfac bottl night imposs tell side pump favorit lotion look differ brand,False
1181,work well prevent sweat,True
1182,ok,True
1183,exactli say tin tasti snack comfort break,True
